Batch,ResponseId,con.reveal,con.precise,con.sequence,total_bonus,total_pay,difficulty,strategy,strategy_9_TEXT,adviceNoticed,adviceFeeling,rationaleFeeling,adviceIncorporate,adviceThoughts,bestTip,driversLicense,cars,similarGames,freqDrive,attention,nav,navDeviation,gender,gender_3_TEXT,age,degree,employment,location,otherComments,advicePrecision,adviceSummary
7,R_6aEwpVzruNY64k5,1,1,2,,,"","","","","","","","","","","","","","","","","","","","","","","","",""
7,R_61Y4aVYaxSiqBkN,1,2,1,0.4,4.4,Extremely difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,Moderately positive,Always followed the AI advice closely,I tried to follow the advice,It is probably the best strategy to use charge up to 50% and go as far as possible until one has to charge again,Yes,Only fully electric car(s),Never,4-6 times a week,Once in a while,About half the time,Rarely,Female,"",45-54,4 year degree,Employed full time,"Los Angeles, CA","This game seemed to be trying to dissuade people from adopting electric cars, I drive an electric car and I seriously NEVER have to plan so meticulously my trips due to range anxiety. The game design seems to seriously bias an average person AGAINST buying an EV. I have to wonder who sponsored you study.",Type A would be moderately better,The advice was helpful and allowed to me get at least one bonus
7,R_7AZD68Mf26okilj,1,3,2,0,4,Extremely difficult,Charged more than necessary since it’s difficult to anticipate all the exits,"",Yes,Slightly positive,Moderately negative,Always followed the AI advice closely,I made the right choice following it.,This is better.,Yes,Both non-electric or hybrid and fully electric cars,Daily,2-3 times a week,Once in a while,About half the time,Rarely,Male,"",65 and over,Doctorate,Employed full time,New York,"",Type A would be much better,To recharge at certain points and not to recharge at other points.
7,R_1gOpA7PTpqzzg77,0,1,1,0.4,4.4,Extremely difficult,Charged more than necessary since it’s difficult to anticipate all the exits,"",Yes,Extremely positive,"",Always followed the AI advice closely,it seemed the better option to choose advice given,it was good advice the way it is,Yes,Only non-electric or hybrid car(s),Daily,Daily,Once in a while,About half the time,Rarely,Female,"",55-64,Some college,Employed full time,san antonio texas,"",Type B would be much better,"advice was to charge enough to the next stop, no not needing to charge"
7,R_1Lj6prU0qVhF87V,1,2,2,2.2,6.2,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,Moderately positive,Always followed the AI advice closely,"My own strategy, up to that point, was taking too much time and I was not getting any bonuses. I thought that the AI strategy might help me achieve a score that would be bonus-worthy.","Generally, you should charge only what is necessary for the next trip segment. However, if there is an upcoming segment that is fairly short, compare what it costs to charge the future segment at the current stop versus what it would cause to charge that amount alone.",Yes,Only non-electric or hybrid car(s),Once a week,Daily,Once in a while,About half the time,About half the time,Male,"",55-64,Professional degree,Employed full time,"Canton, Michigan",It was fun!,Type B would be moderately better,The advice was for me to charge just enough to complete the upcoming segment.
7,R_1v6Y732MLrt8spz,1,1,2,0.3,4.3,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Slightly positive,Slightly positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,If if fit the situation needed,Review the stops,Yes,Only non-electric or hybrid car(s),Once a week,Daily,Once in a while,About half the time,Rarely,Male,"",45-54,4 year degree,Employed full time,"Pittsburgh, PA",None,Type A would be much better,good advice
7,R_6fO2Tlp5yp3f4Vr,0,2,1,0.75,4.75,Moderately difficult,Tried to charge just enough for the next stop to aim for faster charging,"",Yes,Slightly positive,"",Always followed the AI advice closely,Because I felt that it was useful.,"I would tell future participants to carefully calculate the times, distances, and amount of time to charge to perform well in the game.",Yes,Only fully electric car(s),Never,4-6 times a week,Once in a while,Usually,Rarely,Male,"",18-24,4 year degree,Employed full time,"Albany, Georgia",I enjoyed this game!,Type B would be slightly better,"I was told that those were """"normal days""""."
7,R_7TahjRe8OmDRSxP,0,1,1,0.4,4.4,Moderately difficult,Tried to charge just enough for the next stop to aim for faster charging,"",Yes,Moderately positive,"",Always followed the AI advice closely,"I thought that it seemed like a good idea, so I listened to the advice.",Be careful not to overcharge.,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Rarely,Rarely,Female,"",45-54,4 year degree,Employed full time,"Saint Louis, Missouri","",Type A would be moderately better,Charge enough on the first charge for the first two sections. Then charge just enough to get to the next stop after that.
7,R_57JTTOs9QBm8aC9,1,2,2,3.55,7.55,Slightly difficult,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",Yes,Moderately positive,Moderately positive,Always followed the AI advice closely,It conformed with my thinking anyway.,"The time penalty for over-charging was only a little less than the cost of going to zero, it's best to keep the battery charge-state as low as possible without running out.",Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Rarely,Rarely,Male,"",55-64,4 year degree,Employed full time,Kansas City MO,"",Type B would be slightly better,It was similar to the strategy I used in the game.  I only over-charged when the segment after the next one was fairly short.
7,R_7j7nRQC1DkKhvHk,0,2,1,1.75,5.75,Moderately difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Moderately negative,"",Always followed the AI advice closely,It was calculating the odds the same way I would.,"I wouldn't show any tip, I felt bothered by it and it made me less motivated at a time when I was finally figuring out my own system.",Yes,Only non-electric or hybrid car(s),Once in a while,Daily,Once in a while,About half the time,About half the time,Male,"",18-24,High school graduate,Unemployed not looking for work,"Akron, OH","",Type B would be much better,"I was advised when to stop, not stop, and an idea of how much I should charge."
7,R_11dKpBMvMy4X2VN,0,3,2,3.7,7.7,Slightly difficult,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",Yes,Moderately positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,"I tried it for the first round it was provided and it was successful, so I continued to look to it for assistance, but didn't always follow it exactly. ","More frequent stops for less fuel are more time-saving than fewer, but longer, stops to fill up completely",Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,Usually,About half the time,Female,"",45-54,Master's,Employed full time,"Bloomfield,  NJ","",Type B would be slightly better,"For two rounds, the game provided advice on whether or not to charge at a stop and for what percentage to charge to"
7,R_1qQgJg3XkSPnf0i,1,3,2,4.1,8.1,Moderately easy,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,Moderately positive,Always followed the AI advice closely,"I took it's advise 100% because it looked completely accurate. I always double checked it, though. I expected to get tricked after awhile. It also took most of the fun out of the game.","Instead of giving the exact time to charge, it should just give advise on what they COULD do, like hey in this case make sure to check the following segment of traffic in addition to the next stop.",Yes,Both non-electric or hybrid and fully electric cars,Never,Once a week,Once in a while,Usually,Rarely,Male,"",35-44,4 year degree,Employed full time,"Wood River, Illinois","",Type B would be moderately better,The advice pretty much told you exactly what you needed to choose. I double checked the advice each time and it did seem to be completely accurate. Being exactly accurate made me feel more brave in also being exactly accurate after I knew that was a winning strategy based on the advice.
7,R_1Sr9bGEGTS9Qw11,0,1,1,1.55,5.55,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,"",Always followed the AI advice closely,"as soon as I won using the ai's advice, i tried to stick to it as much as possible.","once you make it to the last two rounds and want to get the minimum charge time, subtract your current charge to the initial distance and the highest traffic just incase luck is not in your favor",Yes,Only non-electric or hybrid car(s),Never,Once a week,Once in a while,Rarely,Never,Male,"",18-24,High school graduate,Employed part time,Cheyenne Wyoming,"",Type A would be slightly better,"From what I remember, the advice I was given was that for the first round, I should charge extra to cover the next two rounds and then after, charge just enough to make it past the last rounds."
7,R_7OqOcKfK5WKb2eD,1,1,1,0,4,Extremely difficult,Charged more than necessary since it’s difficult to anticipate all the exits,"",Yes,Neither positive nor negative,Neither positive nor negative,Did not follow the advice at all or only rarely,Because it doesn't matter how I charge I still wont get there in under 500,To use your own judgement,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Rarely,Usually,Male,"",45-54,2 year degree,Employed full time,"Tulsa, Oklahoma ","",Type A would be much better,It was basic advice didnt really help
7,R_3Ge4KgH90h7jdfS,1,1,2,1.5,5.5,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Charged more than necessary since it’s difficult to anticipate all the exits","",No,Slightly positive,Slightly positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,I made sure to not run out of charge on the road,None,Yes,Only non-electric or hybrid car(s),2-3 times a week,Daily,Once in a while,Usually,Rarely,Male,"",25-34,Master's,Employed full time,"Dallas, TX",None,Type A would be moderately better,There were some instructions to not charge at this stop
7,R_3P76NuQgJXPWb0B,0,2,2,0,4,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Slightly positive,"",Always followed the AI advice closely,I thought the advice would have some insight into the approximate traffic on the next portion.,You should always have a little more charge than you think you need to try and avoid the penalty.,Yes,No,Once in a while,2-3 times a week,Once in a while,About half the time,About half the time,Female,"",35-44,4 year degree,Unemployed looking for work,"New York, NY","",Type A would be much better,The advice stated when you should exit and the recommended amount of charge.
7,R_723cZinTMpUOIJs,0,3,2,2.7,6.7,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Extremely positive,"",Always followed the AI advice closely,I saw in Rounds 1 and 2 that I was not performing optimally.  I took the chance on the AI and went all in on its advice.,"Your tips were perfect.  It was something like """"you may want to charge an additional 27% this round"""". That was perfect advice.",Yes,Only non-electric or hybrid car(s),Once in a while,Daily,Once in a while,Always,Rarely,Male,"",45-54,4 year degree,Employed full time,"El Cajon, CA",Thank you!,Type A would be much better,The advice that I received was perfect and allowed me to collect a bonus in both Rounds 3 and 4 where I probably would not have collected absent the advice.
7,R_50xTQHpMW0sTWcV,1,3,1,0.2,4.2,Neither easy nor difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,I didn't really have a method.,I don't know any advice for it because I wasn't really great at it.,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Usually,Always,Female,"",35-44,High school graduate,Employed part time,"Columbus, Ohio",No,Type A would be slightly better,I was advised whether or not to charge and how much.
7,R_3rjgWZMVP3Z9JZV,0,3,2,1.15,5.15,Extremely difficult,"Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Extremely positive,"",Always followed the AI advice closely,I trusted it,Don’t know,No and never had one,No,Never,Never,Once in a while,Usually,Rarely,Female,"",25-34,High school graduate,Employed full time,Brooklyn New York,"",Type A would be much better,Great advice
7,R_3sFlUHayu0zYOch,0,1,2,1,5,Slightly difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Slightly positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,if it did not seem accurate.,Should have better tips in how long a stop will be.,Yes,Only non-electric or hybrid car(s),Never,4-6 times a week,Once in a while,Always,Rarely,Male,"",18-24,4 year degree,Employed part time,"dallas, texas","",Type A would be much better,Advice was helpful.
7,R_539qXyZBItD9ziX,1,2,1,1,5,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,Moderately positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,"My gut, really",Consider looking at all travel segments ahead.,Yes,Only non-electric or hybrid car(s),Once a week,2-3 times a week,Once in a while,Usually,Rarely,Male,"",35-44,4 year degree,Employed full time,"South Portland, Maine","",Type A would be slightly better,The advice was helpful for trying to develop a strategy for the rest of the game.
7,R_32Qygd5OuilZTz4,0,3,1,2.25,6.25,Moderately difficult,Tried to charge just enough for the next stop to aim for faster charging,"",Yes,Extremely positive,"",Always followed the AI advice closely,"I tried it initially to see whether or not the advice was sound and, when it proved to be, I relied on it heavily.","There could be reminders of the time addition for exiting and preparation, which I consistently forgot to account for.",Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,About half the time,Rarely,Female,"",55-64,Some college,Unemployed not looking for work,"Uncasville, Connecticut",Thank you,Type A would be much better,The advice I received was spot on and enabled me to perform far better in the game.
7,R_1CvvjAZI2plLYbU,0,3,2,4.1,8.1,Slightly easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,"",Always followed the AI advice closely,The AI matched my strategy,never charge over 50% unless a trip to the next stop will be longer than that,Yes,Only non-electric or hybrid car(s),Never,Once a week,Once in a while,Rarely,Rarely,Female,"",35-44,Some college,Employed part time,"Phoenix, AZ",Have a great summer :),Both would be equally good,"The advice matched my instincts, to charge minimally only to make it to the next stop"
7,R_3rZzW5OpxJAlOPn,0,1,1,0.8,4.8,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,To attempt and see if it improves my time.,Be really cautious on minimum/maximum distance time.,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,About half the time,About half the time,Male,"",25-34,2 year degree,Employed full time,"Jacksonville, Florida.","",Type A would be moderately better,Take advantage charging extra at first spot.
7,R_5S7Sp9zmn9w5kFq,1,2,2,1.4,5.4,Neither easy nor difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,Failing in the sort distance rounds,Minimize fill ups but don’t go over 50% unless necessary,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Rarely,Rarely,Male,"",35-44,Master's,Employed full time,"Havertown, PA","",Type A would be much better,When to exit and how much to fill up at each exit
7,R_641sGh9EEAQGE8r,1,3,1,2.65,6.65,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits,Other (Please Decribe)",Check the math on all charging times!,Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,I figured the AI computed the most effective math.,"Do not charge past 60% to begin and calculate the math before just submitting a random charge. At first, I was trying to keep the numbers ending in a 5 or 0 so it made more sense. Do not overestimate. ",Yes,Only fully electric car(s),Never,Daily,Once in a while,Usually,Rarely,Female,"",35-44,Master's,Employed full time,"Salem, MA",Thank you!,Type B would be much better,The advice helped me realize how much more beneficial it is to break up the charges time-wise.
7,R_3fq4T3R9e10uael,0,2,1,1.5,5.5,Moderately difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Moderately positive,"",Always followed the AI advice closely,I assumed the AI was smarter than I was.,None,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,About half the time,About half the time,Female,"",55-64,4 year degree,Unemployed looking for work,Atlanta GA,"",Type B would be moderately better,Advice was to charge enough to get to the next stop or to not stop and charge. Sometimes advice was to charge enough for next two stops.
7,R_3Sq3JLpHeZPceyR,1,2,1,2.85,6.85,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,I chose to incorporate the AI strategy because it was correct both times that I used it.,Always keep your charge at bare minimum to complete your trip with the maximum traffic time.,Yes,No,Never,Once in a while,Once in a while,Usually,About half the time,Female,"",35-44,Master's,Unemployed looking for work,"Queens, NY","",Type B would be much better,"If the sum of the charge for a combination of stops is 50% or less then that would be a faster charge. But it the sum for multiple stops was more than 50%, then only charge enough to cover the current stop."
7,R_7dLlbwKpNZQ6jL3,1,2,1,2.85,6.85,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Extremely positive,Extremely positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,It made sense to not charge to 100% the first time.,An easier way to describe how long it takes to charge. I didn’t understand it from the rules.,Yes,Only non-electric or hybrid car(s),Never,4-6 times a week,Once in a while,Always,About half the time,Female,"",25-34,4 year degree,Employed full time,"Baton Rouge, LA",Fun exercise!,Type B would be much better,I was able to conceptualize the time it takes to charge better from low battery to high battery.
7,R_30G9hxENt68JAFh,1,3,1,3.4,7.4,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,The advice made sense within the rules of the game,"The advice shown was good, I cannot think of anything better to show.",Yes,Both non-electric or hybrid and fully electric cars,Never,Daily,Once in a while,About half the time,About half the time,Male,"",35-44,Some college,Employed full time,"Columbus, OH","",Type A would be much better,The advice told exactly the amount to charge and when to charge.
7,R_1K1rLxr5Q7AT4OZ,1,1,2,0.8,4.8,Extremely difficult,Tried to charge just enough for the next stop to aim for faster charging,"",Yes,Extremely positive,Neither positive nor negative,Always followed the AI advice closely,I chose the advice because it took time to determine how much time to charge in between stops.,I would not change anything.,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Usually,Never,Female,"",35-44,4 year degree,Employed full time,"Dublin, Georgia",none,Type A would be much better,The advice told me when to charge or not charge.
7,R_7PHaeePLPclpQzd,1,2,2,0.4,4.4,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Neither positive nor negative,Always followed the AI advice closely,i knew it would help me,i think the tips were fine,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,About half the time,About half the time,Female,"",18-24,Some college,Student,"bowie, maryland","no, thanks!",Type A would be much better,i was told when to charge and when not too
7,R_5j0siRz1Q8w7gnO,0,3,2,2.05,6.05,Slightly difficult,"Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Extremely positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,"The first time, I was not sure the advice was useful so I deviated on my own path for the first couple of stops. The second time, I fully trusted the advice because I noticed in the last round, it was closer to the limit.",Don't try to compensate for the maximum traffic that is stated because that is not the safest strategy to go about especially if you want the additional bonus.,Yes,No,Once in a while,Never,Once in a while,Rarely,Rarely,Female,"",18-24,Some college,Student,"","",Type A would be much better,Very helpful and detailed! It managed to hit the limit necessary for the highest bonus.
7,R_3pliu4QnXuzh38o,0,3,2,2.35,6.35,Slightly difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Extremely positive,"",Always followed the AI advice closely,It was accurate.,Clearly understand the miles plus time.,Yes,Only non-electric or hybrid car(s),2-3 times a week,Daily,Once in a while,Always,Rarely,Female,"",45-54,4 year degree,Employed full time,"Culpeper, VA","",Type A would be much better,"It was accurate to provide the minimal miles to make the trip, maximizing the time."
7,R_6D8gL5sMnez809l,1,2,1,1,5,Slightly difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Moderately positive,Moderately positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,"The AI tool has already """"analyzed"""" the route and anticipated the potential delay. I trusted the advice, but made my decision on how much to charge.",I think the advice given was useful and helpful without giving specific numbers. It allows the player to access the situation and make their own decision.,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,Always,Usually,Female,"",45-54,Master's,Employed full time,"DALLAS, TX","",Type A would be much better,"Initially at the first stop when the charge starts off at 0%, you want to charge to obtain at least 50% capacity. Charging time is faster since the current capacity is low."
7,R_3sty11Byu42K7tv,0,1,1,1.35,5.35,Neither easy nor difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Moderately positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,The advice that was provided was logical and closely followed to the pattern of thought that was beginning to emerge in my head,"At stop 0, be sure to charge the car. I was not aware that the charge starts at 0 for each round",Yes,No,Once in a while,Once a month,Once in a while,Always,About half the time,Female,"",25-34,4 year degree,Student,"Chicago, IL",This game was fun!,Type A would be much better,The advice told me when to stop and when to not stop
7,R_3DwnsdqWRIke9xT,1,2,1,1.4,5.4,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Slightly positive,Extremely positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,"Sometimes, I would do the math in my head and it sounded good, other times it seemed like I could do better on my own",I think maybe advice that sometimes it is necessary to charge a long time to avoid depleting to zero,No and never had one,No,2-3 times a week,Never,Once in a while,Usually,Rarely,Other,Demiboy,18-24,4 year degree,Student,"Tomahawk, Kentucky","",Type B would be much better,"We had to charge only for the stop ahead most of the time because the total charge would be greater than 50%, but if not we could combine them"
7,R_6JFlRGqyyH89yIv,1,2,2,2.1,6.1,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Extremely positive,Moderately positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,I would assess whether it seemed to make sense and for the most part it did so I would follow the advice.,I think the advice of using shorter segments grouped together before longer segments is the best advice,Yes,Only non-electric or hybrid car(s),Never,Once in a while,Once in a while,Always,About half the time,Female,"",18-24,4 year degree,Employed full time,"Miami, FL","",Type A would be moderately better,The advice mostly comprised of planning ahead and use the shorter segments to your advantage before longer segments.
7,R_3B38FQ7piA3Cbnm,1,1,1,0.6,4.6,Slightly easy,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Moderately positive,Extremely positive,Always followed the AI advice closely,I did follow the advice.,Please pay attention to the stops and use as little fuel as possible.,Yes,Only non-electric or hybrid car(s),Once a month,Daily,Once in a while,Rarely,About half the time,Male,"",18-24,Some college,Employed part time,"Woodstock, GA","",Type A would be slightly better,It told me to rather charge or not to charge for the current stop.
7,R_6jZHZxN3fNUwHVO,1,1,1,0.2,4.2,Slightly easy,Tried to charge just enough for the next stop to aim for faster charging,"",Yes,Moderately positive,Moderately positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,Try to my knowledge,Is a good strategy,Yes,Only non-electric or hybrid car(s),Never,2-3 times a week,Once in a while,Rarely,Usually,Male,"",35-44,Master's,Employed full time,Charlotte,"",Type B would be moderately better,Stop and recharge
7,R_5H5MrpjoVkKpKda,1,1,1,0.6,4.6,Moderately difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Charged more than necessary since it’s difficult to anticipate all the exits","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,I chose to follow the advice because  it helped me be succesful in the game.,Follow the advice and charge to minimize time. SHort segments are faster.,No and never had one,No,2-3 times a week,Once in a while,Once in a while,Always,Rarely,Female,"",18-24,2 year degree,Student,"",None thank you you too.,Type A would be much better,I recieved the advice to charge enough to cover all the stops and to not charge in super large segment to minimize travel time.
7,R_3JxyAQpt2ljSzZy,1,2,1,1.4,5.4,Slightly difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Slightly positive,Moderately positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,i tried to use my way and justify it with the AI advice,adding up the time from all stops to see what the total will be,Yes,Only non-electric or hybrid car(s),Once a week,Daily,Once in a while,Usually,About half the time,Female,"",18-24,4 year degree,Employed full time,birmingham AL,"",Type A would be moderately better,"some of the stops it advised to stop to charge while other times it did not,"
7,R_5FkBxinvu18pfxE,1,1,1,2.15,6.15,Neither easy nor difficult,"Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Slightly negative,Slightly negative,Generally followed the advice but deviated sometimes when I thought I had a better strategy,It didn't seem to make sense.,I think the advice was good but there could be better options.  Sometimes you have to risk the traffic wont be as bad.,Yes,Only non-electric or hybrid car(s),Never,2-3 times a week,Once in a while,Rarely,Rarely,Male,"",35-44,4 year degree,Employed full time,Madison WI,Maybe I missed it but I would clarify the color differences.  I believe it was just the distance but I think those should all just be gray as distance is a factor that cannot change like traffic.,Type A would be moderately better,Advice was to stop or not stop along with charging for just one more stop or 2.
7,R_1emkTsfVK95B18D,0,3,1,0.2,4.2,Slightly difficult,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,"",Yes,Moderately positive,"",Generally followed the advice but deviated sometimes when I thought I had a better strategy,excited to learn that I could stop and recahrge with the level traffic shown,The AI should advice at all stages of the game,"No, but used to have one",No,Never,Never,Never,Rarely,Usually,Male,"",35-44,Master's,Employed full time,Maryland,"",Type B would be moderately better,AI advice to stop and recharge with  %
7,R_6A8clLKgkZViHPH,1,2,2,1.85,5.85,Slightly difficult,Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,"",Yes,Extremely positive,Extremely positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,the advice made sense according to my calculations.,Do the math and also better to charge more than enough instead of too little to avoid penalties.,Yes,Only non-electric or hybrid car(s),Never,Daily,Once in a while,About half the time,About half the time,Female,"",55-64,4 year degree,Employed part time,"Seattle, Washington","",Type A would be much better,It would urge me to either charge just enough for the next 2 stops or not charge.
7,R_5oTJFDDYLU0aATb,1,2,1,0.8,4.8,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments","",Yes,Neither positive nor negative,Slightly positive,Generally followed the advice but deviated sometimes when I thought I had a better strategy,I felt I followed the advice the first time but the results wasn't as good.,Follow the directions and go over the example as many times as possible. Try to keep your charges under 50%.,Yes,Only non-electric or hybrid car(s),Once in a while,4-6 times a week,Once in a while,Always,Rarely,Male,"",35-44,Some college,Employed part time,"Tampa, Florida",n/a,Both would be equally good,The advice told me the best times to charge.
7,R_6H5qsu0S7VhhTeF,1,3,1,1.95,5.95,Slightly difficult,"Carefully considered the travel time and traffic for the next stops and thought about how to minimize the time taken without running out of charge,Minimized the number of times I recharged by combining the travel time and traffic of multiple road segments,Tried to charge just enough for the next stop to aim for faster charging","",Yes,Extremely positive,Extremely positive,Always followed the AI advice closely,i followed it,time calculation incase one stops and charge or if one decides not to,Yes,Both non-electric or hybrid and fully electric cars,Once in a while,Daily,Once in a while,Usually,Rarely,Male,"",35-44,Master's,Employed full time,texas,"",Type A would be much better,just keep track of the time and minimize charging stops
